Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Brandon Ingram,26,36,36,33.2,8.1,16.4,.497,1.3,3.7,.351,6.8,12.6,.541,.537,4.1,5.0,.817,0.6,4.0,4.6,5.4,0.8,0.5,2.5,2.2,21.7
2,CJ McCollum,32,26,26,32.3,6.9,14.9,.464,3.5,7.9,.444,3.4,7.0,.486,.581,2.1,2.7,.783,0.6,3.6,4.2,5.1,1.3,0.8,1.6,2.0,19.4
3,Zion Williamson,23,32,32,30.4,8.7,14.8,.584,0.1,0.3,.333,8.6,14.5,.589,.588,4.6,6.9,.664,1.9,4.1,5.9,4.6,0.9,0.4,2.6,2.7,22.0
4,Herbert Jones,25,36,36,29.0,3.7,7.8,.479,1.3,3.4,.377,2.4,4.4,.557,.561,1.9,2.2,.873,1.1,2.6,3.7,2.5,1.3,1.0,1.3,2.8,10.6
5,Jonas Valančiūnas,31,39,39,26.8,5.6,9.9,.571,0.7,1.9,.378,4.9,8.0,.617,.608,2.3,2.8,.809,2.4,7.2,9.6,2.2,0.6,1.2,1.4,3.2,14.3
6,Trey Murphy III,23,16,2,26.1,4.4,10.1,.441,2.7,6.8,.394,1.8,3.3,.538,.575,1.8,2.1,.848,0.4,3.3,3.7,2.3,0.8,0.4,0.6,1.1,13.3
7,Matt Ryan,26,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
8,Dyson Daniels,20,39,13,22.5,2.3,5.4,.431,0.7,2.4,.290,1.6,3.0,.543,.495,0.7,1.2,.630,0.9,2.9,3.8,2.7,1.4,0.3,0.9,1.6,6.1
9,Jordan Hawkins,21,34,9,21.6,3.3,8.5,.390,2.0,5.5,.371,1.3,3.1,.423,.509,1.4,1.6,.855,0.5,2.2,2.7,1.4,0.3,0.1,0.7,1.4,10.1
10,Naji Marshall,26,30,0,18.7,2.8,6.0,.461,0.9,2.5,.378,1.8,3.5,.519,.539,1.6,1.9,.825,1.1,2.7,3.8,2.1,0.7,0.2,1.1,1.4,8.0
11,Larry Nance Jr.,31,22,0,17.0,2.0,3.6,.557,0.5,1.0,.478,1.5,2.5,.589,.627,0.5,0.8,.667,1.5,3.6,5.1,1.0,1.0,0.4,1.0,1.2,5.0
12,Jose Alvarado,25,23,0,17.0,2.5,6.0,.410,1.3,3.3,.395,1.2,2.7,.429,.518,0.7,1.2,.630,0.5,1.8,2.3,1.9,1.0,0.4,0.9,1.4,7.0
13,Jeremiah Robinson-Earl,23,16,1,10.8,1.6,2.9,.553,0.5,1.1,.444,1.1,1.8,.621,.638,0.4,0.4,1.000,0.7,1.9,2.6,0.6,0.3,0.2,0.5,0.8,4.1
14,Dereon Seabron,23,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
15,Kira Lewis Jr.,22,14,0,9.7,1.1,3.6,.320,0.1,1.4,.105,1.0,2.2,.452,.340,0.6,0.6,.889,0.3,0.6,0.9,1.3,0.4,0.1,0.5,0.6,3.0
16,Cody Zeller,31,28,0,9.0,0.7,1.8,.388,0.0,0.1,.333,0.6,1.6,.391,.398,0.7,1.2,.606,1.2,1.6,2.8,1.1,0.1,0.1,0.4,1.3,2.1
17,Kaiser Gates,27,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,E.J. Liddell,23,6,0,2.8,0.2,0.8,.200,0.0,0.7,.000,0.2,0.2,1.000,.200,0.3,0.3,1.000,0.0,0.5,0.5,0.2,0.0,0.3,0.3,0.3,0.7
