Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kevin Durant,35,41,41,37.3,10.1,19.0,.533,2.2,5.0,.449,7.9,14.0,.563,.592,5.9,6.7,.876,0.5,5.9,6.4,5.8,0.8,1.3,3.1,1.9,28.4
2,Devin Booker,27,39,39,36.2,9.9,19.8,.502,2.3,5.9,.388,7.6,13.9,.551,.560,6.1,6.9,.878,0.7,4.2,4.9,7.3,0.9,0.4,2.7,3.0,28.3
3,Bradley Beal,30,24,24,33.1,6.8,13.9,.488,1.5,4.2,.347,5.3,9.7,.549,.540,2.2,3.0,.746,0.8,3.5,4.3,4.3,0.8,0.3,2.3,2.8,17.3
4,Grayson Allen,28,42,42,33.0,4.5,8.6,.515,2.7,5.4,.498,1.8,3.3,.543,.669,1.7,1.9,.886,0.7,3.4,4.1,2.8,0.9,0.6,1.4,2.1,13.2
5,Eric Gordon,35,40,20,30.3,4.7,10.4,.454,2.6,6.7,.383,2.2,3.8,.580,.577,0.8,1.0,.780,0.3,1.8,2.2,2.4,1.0,0.5,1.3,1.3,12.8
6,Jusuf Nurkić,29,45,45,27.4,4.5,8.9,.505,0.5,1.8,.266,4.0,7.2,.563,.531,2.3,3.3,.709,2.6,7.6,10.3,3.6,1.0,1.0,2.1,3.4,11.8
7,Josh Okogie,25,42,11,18.2,1.6,3.9,.409,0.5,1.8,.263,1.1,2.1,.534,.470,1.5,2.1,.719,1.3,1.7,3.0,1.2,0.9,0.5,0.5,1.5,5.2
8,Drew Eubanks,26,42,3,16.1,2.3,3.7,.630,0.1,0.1,1.000,2.2,3.6,.623,.640,1.0,1.4,.741,1.4,2.9,4.3,1.0,0.3,0.8,1.0,1.7,5.7
9,Keita Bates-Diop,28,37,8,15.6,1.6,3.9,.424,0.5,1.6,.300,1.2,2.3,.512,.486,0.7,1.0,.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.9,4.5
10,Jordan Goodwin,25,38,0,14.4,1.9,5.0,.384,0.6,2.1,.288,1.3,2.9,.455,.445,0.6,0.7,.852,1.1,2.0,3.1,2.0,0.6,0.2,0.8,1.1,5.1
11,Yuta Watanabe,29,27,0,13.9,1.2,3.4,.344,0.9,2.7,.315,0.3,0.7,.450,.468,0.4,0.6,.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.6
12,Nassir Little,23,28,2,13.4,1.6,3.4,.484,0.6,1.9,.308,1.1,1.5,.698,.568,0.6,0.7,.850,0.5,1.7,2.2,0.6,0.4,0.3,0.4,1.1,4.5
13,Chimezie Metu,26,36,5,12.2,1.8,3.5,.508,0.4,1.4,.294,1.4,2.1,.653,.567,1.1,1.2,.884,0.6,2.3,3.0,0.5,0.5,0.3,0.7,1.1,5.0
14,Udoka Azubuike,24,12,0,8.5,1.3,1.8,.727,0.0,0.0,,1.3,1.8,.727,.727,0.3,0.9,.273,0.9,1.7,2.6,0.3,0.0,0.5,0.3,1.4,2.9
15,Bol Bol,24,12,0,7.2,1.4,1.9,.739,0.3,0.4,.600,1.2,1.5,.778,.804,0.3,0.4,.800,0.8,1.5,2.3,0.5,0.3,0.5,0.5,0.8,3.4
16,Saben Lee,24,11,0,6.8,0.8,1.9,.429,0.0,0.5,.000,0.8,1.5,.563,.429,1.2,1.5,.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8
