Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Stephen Curry,35,41,41,33.5,8.8,19.4,.455,4.8,11.6,.409,4.1,7.8,.524,.577,5.1,5.5,.929,0.5,3.8,4.3,5.0,0.8,0.4,3.0,1.9,27.5
2,Klay Thompson,33,42,42,30.9,6.1,14.5,.421,3.4,8.8,.385,2.7,5.7,.477,.539,1.9,2.1,.910,0.5,2.9,3.4,2.4,0.5,0.5,1.7,2.0,17.6
3,Chris Paul,38,32,11,27.6,3.3,7.7,.424,1.3,3.7,.361,1.9,3.9,.484,.512,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9
4,Andrew Wiggins,28,40,29,27.2,4.8,10.8,.442,1.0,3.2,.313,3.8,7.6,.497,.488,2.0,2.8,.712,1.7,2.6,4.2,1.6,0.4,0.5,1.4,2.4,12.5
5,Draymond Green,33,20,17,26.5,3.3,6.7,.485,1.2,2.8,.418,2.1,4.0,.532,.571,1.7,2.1,.805,1.2,4.8,6.0,6.1,0.8,0.8,2.4,3.2,9.3
6,Brandin Podziemski,20,38,11,24.9,3.7,8.0,.462,1.3,3.3,.381,2.4,4.7,.520,.541,0.6,1.0,.605,1.5,3.9,5.4,3.2,0.8,0.1,1.3,1.9,9.2
7,Jonathan Kuminga,21,43,17,24.3,5.6,10.5,.532,0.8,2.6,.324,4.7,7.9,.600,.572,2.8,3.9,.713,1.2,3.3,4.5,1.6,0.7,0.4,1.5,2.2,14.8
8,Dario Šarić,29,44,9,20.5,3.5,7.4,.481,1.5,3.8,.412,2.0,3.6,.553,.586,1.6,1.9,.854,1.4,4.0,5.5,2.6,0.6,0.2,1.3,2.2,10.2
9,Kevon Looney,27,44,36,19.5,2.2,3.6,.610,0.0,0.0,.000,2.2,3.6,.614,.610,0.9,1.2,.704,2.4,4.3,6.8,2.3,0.5,0.3,0.8,2.4,5.3
10,Moses Moody,21,34,4,18.0,3.1,6.5,.482,1.1,3.1,.358,2.0,3.4,.595,.568,1.3,1.7,.789,1.1,2.0,3.1,0.8,0.7,0.3,0.7,1.4,8.7
11,Gary Payton II,31,16,0,16.3,2.3,4.9,.456,0.6,2.0,.281,1.7,2.9,.574,.513,0.4,0.6,.667,1.0,2.0,3.0,0.8,1.1,0.3,0.6,1.8,5.4
12,Trayce Jackson-Davis,23,33,3,14.1,2.9,4.2,.683,0.0,0.0,,2.9,4.2,.683,.683,1.0,1.8,.567,1.7,2.6,4.2,1.0,0.4,0.8,0.7,1.6,6.8
13,Cory Joseph,32,25,0,11.6,0.8,2.4,.333,0.4,1.6,.282,0.4,0.8,.429,.425,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.2
14,Lester Quinones,23,10,0,6.9,1.0,2.5,.400,0.6,1.5,.400,0.4,1.0,.400,.520,0.1,0.2,.500,0.4,0.8,1.2,0.5,0.1,0.1,0.5,0.8,2.7
15,Gui Santos,21,6,0,5.8,0.7,1.8,.364,0.2,1.0,.167,0.5,0.8,.600,.409,1.0,1.0,1.000,0.8,1.2,2.0,0.3,0.0,0.0,0.3,0.5,2.5
16,Jerome Robinson,26,7,0,3.7,0.0,1.3,.000,0.0,0.7,.000,0.0,0.6,.000,.000,0.6,0.9,.667,0.1,0.3,0.4,0.3,0.0,0.1,0.0,0.1,0.6
17,Usman Garuba,21,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0
